ts_iso,ticker,keywords,p_model
2026-01-31T13:55:48.487544+00:00,KXBTCD-26JAN3107-T82749.99,,0.0
2026-01-31T13:55:48.487544+00:00,KXBTCD-26JAN3107-T83249.99,,0.0
2026-01-31T13:55:48.487544+00:00,KXWTAMATCH-26JAN31QUECHA-CHA,,0.0
2026-01-31T13:55:48.487544+00:00,KXWTAMATCH-26JAN31QUECHA-QUE,,0.0
2026-01-31T13:55:48.487544+00:00,KXWTAMATCH-26JAN31JACPAQ-PAQ,,0.0
2026-01-31T13:55:48.487544+00:00,KXAOWOMEN-26-ASAB,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN30KORDRA-KOR,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN30SHIHIJ-HIJ,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN30JUSBAR-BAR,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN30KYPSMI-SMI,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN30KYPSMI-KYP,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPMATCH-26JAN29ALCZVE-ZVE,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPMATCH-26JAN29ALCZVE-ALC,,0.0
2026-01-31T13:55:48.487544+00:00,KXNCAAMBGAME-26JAN29HAWUCI-UCI,,0.0
2026-01-31T13:55:48.487544+00:00,KXNBAGAME-26JAN29MIACHI-MIA,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN29TOMHIJ-HIJ,,0.0
2026-01-31T13:55:48.487544+00:00,KXNBAGAME-26JAN29HOUATL-HOU,,0.0
2026-01-31T13:55:48.487544+00:00,KXNCAAMBGAME-26JAN29NJITALBY-NJIT,,0.0
2026-01-31T13:55:48.487544+00:00,KXNCAAMBGAME-26JAN29NJITALBY-ALBY,,0.0
2026-01-31T13:55:48.487544+00:00,KXNBAGAME-26JAN29MILWAS-MIL,,0.0
2026-01-31T13:55:48.487544+00:00,KXNCAAMBGAME-26JAN29BRYBING-BRY,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN29KORILA-KOR,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28BARSIM-BAR,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28BARSIM-SIM,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28BARSHI-BAR,,0.0
2026-01-31T13:55:48.487544+00:00,KXNBAGAME-26JAN28SASHOU-HOU,,0.0
2026-01-31T13:55:48.487544+00:00,KXNCAAMBGAME-26JAN28STANMIA-STAN,,0.0
2026-01-31T13:55:48.487544+00:00,KXNBAGAME-26JAN28ORLMIA-ORL,,0.0
2026-01-31T13:55:48.487544+00:00,KXNBAGAME-26JAN28CHAMEM-MEM,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28DOSHIJ-DOS,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28DOSHIJ-HIJ,,0.0
2026-01-31T13:55:48.487544+00:00,KXNBAGAME-26JAN28ATLBOS-ATL,,0.0
2026-01-31T13:55:48.487544+00:00,KXNCAAWBGAME-26JAN27UNTUTSA-UTSA,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28SHIKOZ-SHI,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28SHIKOZ-KOZ,,0.0
2026-01-31T13:55:48.487544+00:00,KXUCLGAME-26JAN28ATHSPO-SPO,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28DELTOR-DEL,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28BERMAN-BER,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28SOTKIC-KIC,,0.0
2026-01-31T13:55:48.487544+00:00,KXFEDMENTION-26JAN-UNCE,,0.0
2026-01-31T13:55:48.487544+00:00,KXATPCHALLENGERMATCH-26JAN28KYPZIN-KYP,,0.0
2026-01-31T13:56:18.818126+00:00,KXBTCD-26JAN3107-T82749.99,,0.0
2026-01-31T13:56:18.818126+00:00,KXBTCD-26JAN3107-T83249.99,,0.0
2026-01-31T13:56:18.818126+00:00,KXWTAMATCH-26JAN31QUECHA-CHA,,0.0
2026-01-31T13:56:18.818126+00:00,KXWTAMATCH-26JAN31QUECHA-QUE,,0.0
2026-01-31T13:56:18.818126+00:00,KXWTAMATCH-26JAN31JACPAQ-PAQ,,0.0
2026-01-31T13:56:18.818126+00:00,KXAOWOMEN-26-ASAB,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN30KORDRA-KOR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN30SHIHIJ-HIJ,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN30JUSBAR-BAR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN30KYPSMI-SMI,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN30KYPSMI-KYP,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN29ALCZVE-ZVE,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN29ALCZVE-ALC,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN29HAWUCI-UCI,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN29MIACHI-MIA,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN29TOMHIJ-HIJ,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN29HOUATL-HOU,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN29NJITALBY-NJIT,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN29NJITALBY-ALBY,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN29MILWAS-MIL,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN29BRYBING-BRY,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN29KORILA-KOR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28BARSIM-BAR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28BARSIM-SIM,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28BARSHI-BAR,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN28SASHOU-HOU,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN28STANMIA-STAN,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN28ORLMIA-ORL,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN28CHAMEM-MEM,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28DOSHIJ-DOS,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28DOSHIJ-HIJ,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN28ATLBOS-ATL,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAWBGAME-26JAN27UNTUTSA-UTSA,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28SHIKOZ-SHI,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28SHIKOZ-KOZ,,0.0
2026-01-31T13:56:18.818126+00:00,KXUCLGAME-26JAN28ATHSPO-SPO,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28DELTOR-DEL,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28BERMAN-BER,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28SOTKIC-KIC,,0.0
2026-01-31T13:56:18.818126+00:00,KXFEDMENTION-26JAN-UNCE,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28KYPZIN-KYP,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28SOTKIC-SOT,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28HUEHAL-HUE,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28HUEHAL-HAL,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28BUEBAR-BAR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28BUEBAR-BUE,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28FERGAU-GAU,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28FERGAU-FER,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28BUDKUZ-KUZ,,0.0
2026-01-31T13:56:18.818126+00:00,KXCRICKETT20IMATCH-26JAN28NZIND-NZ,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28GUELOK-GUE,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28PACNAR-NAR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28MARFAU-MAR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28MORLLA-LLA,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28POKDEN-DEN,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28POKDEN-POK,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBLGAME-26JAN28SEMPER-PER,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBLGAME-26JAN28SEMPER-SEM,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28POPBLA-POP,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28POPBLA-BLA,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28MRVBUT-BUT,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN27SHESIN-SIN,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN27SHESIN-SHE,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28ARNDRO-ARN,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28TRAMOC-TRA,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28EREBEL-BEL,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN28EREBEL-ERE,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN26MUSDJO-DJO,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN26MUSDJO-MUS,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN27DETDEN-DEN,,0.0
2026-01-31T13:56:18.818126+00:00,KXWTAMATCH-26JAN26PEGANI-PEG,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBASPREAD-26JAN27SACNYK-NYK16,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBASPREAD-26JAN27SACNYK-NYK7,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN27SACNYK-NYK,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN27NEBMICH-MICH,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN27NEBMICH-NEB,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN27RICHVCU-RICH,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN27BOYSAM-SAM,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN27RYBBIC-BIC,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN27RYBBIC-RYB,,0.0
2026-01-31T13:56:18.818126+00:00,KXTRUMPMENTION-26JAN28-1.99,,0.0
2026-01-31T13:56:18.818126+00:00,KXTRUMPMENTION-26JAN28-ICE,,0.0
2026-01-31T13:56:18.818126+00:00,KXTRUMPMENTION-26JAN28-TRIL,,0.0
2026-01-31T13:56:18.818126+00:00,KXTRUMPMENTION-26JAN28-ECON,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN27JORSHI-SHI,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN27JORSHI-JOR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN27GENCRA-CRA,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN27GENCRA-GEN,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN27GOMBAR-BAR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN27GOMBAR-GOM,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN26SIMCIN-SIM,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN26SIMCIN-CIN,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN26ZVETIE-TIE,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN26BERHSU-BER,,0.0
2026-01-31T13:56:18.818126+00:00,KXWTAMATCH-26JAN26GAUSVI-GAU,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN26ZVETIE-ZVE,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN26GSWMIN-GSW,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN26MEMHOU-HOU,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN26ORLCLE-ORL,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAWBGAME-26JAN25WMHOF-HOF,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN26INDATL-ATL,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN26PHICHA-PHI,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN26INDATL-IND,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN26EREKAC-KAC,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN26EREKAC-ERE,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN26JONSHA-JON,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN26JONSHA-SHA,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPCHALLENGERMATCH-26JAN25DENCHU-CHU,,0.0
2026-01-31T13:56:18.818126+00:00,KXWTAMATCH-26JAN25RYBMER-RYB,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLNFCCHAMP-25-SEA,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN24GSWMIN-MIN,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLAFCCHAMP-25-DEN,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLAFCCHAMP-25-NE,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAWBGAME-26JAN25USCMICH-USC,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN24MEDTIE-MED,,0.0
2026-01-31T13:56:18.818126+00:00,KXWTAMATCH-26JAN24GAUMUC-GAU,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN24LSUARK-LSU,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN24AUBFLA-FLA,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN24KENTEMU-KENT,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN24NYKPHI-PHI,,0.0
2026-01-31T13:56:18.818126+00:00,KXWTAMATCH-26JAN23RYBVAL-VAL,,0.0
2026-01-31T13:56:18.818126+00:00,KXWTAMATCH-26JAN23NOSWAN-NOS,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN23WAWFRI-WAW,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN23INDOKC-IND,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN23BOSBKN-BKN,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN23HOUDET-HOU,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN23MUSMAC-MUS,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAMBGAME-26JAN23INDRUTG-RUTG,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN17MENCAR-CAR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN17SHEHUM-HUM,,0.0
2026-01-31T13:56:18.818126+00:00,KXNCAAF-26-MIA,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLGAME-26JAN18LACHI-CHI,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLGAME-26JAN18SFSEA-SF,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLGAME-26JAN17BUFDEN-DEN,,0.0
2026-01-31T13:56:18.818126+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S2025DA6F852A5BF-4DC1C448BC0,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN13SASOKC-SAS,,0.0
2026-01-31T13:56:18.818126+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S20258A93BC23EE0-03EDA3AC1E3,,0.0
2026-01-31T13:56:18.818126+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S2025071CFB2A8D5-1A7C68AA2AC,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN10BORETC-ETC,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN12HARCIN-CIN,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN12HARCIN-HAR,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN12CHORIE-CHO,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN12CHORIE-RIE,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN12BLOCEC-BLO,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN12CHALAC-CHA,,0.0
2026-01-31T13:56:18.818126+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S2025C360F40D1A2-B6E7F1AC4A5,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN12BKNDAL-BKN,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN12TULJOD-TUL,,0.0
2026-01-31T13:56:18.818126+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S202526A0453964D-638E59BC2AB,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN12BOSIND-BOS,,0.0
2026-01-31T13:56:18.818126+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S2025E4346ED7712-73CCBCF8D84,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLMENTION-26JAN12HOUPIT-NO,,0.0
2026-01-31T13:56:18.818126+00:00,KXNBAGAME-26JAN12UTACLE-UTA,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLRECYDS-26JAN12HOUPIT-HOUDSCHULTZ86-30,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLRECYDS-26JAN12HOUPIT-PITCAUSTIN19-20,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLRSHYDS-26JAN12HOUPIT-PITKGAINWELL14-30,,0.0
2026-01-31T13:56:18.818126+00:00,KXNFLRSHYDS-26JAN12HOUPIT-HOUNCHUBB21-10,,0.0
2026-01-31T13:56:18.818126+00:00,KXATPMATCH-26JAN10NAVMIC-MIC,,0.0
2026-01-31T13:56:18.818126+00:00,KXWTAMATCH-26JAN12SUBRAD-SUB,,0.0
